,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,player,season,tweet_username,media_type
0,851504397913686016,851486635833253888,1491849443000.0,2017-04-10 18:37:23,+0000,,@EmmanuelC2310 @russwest44 Last 5 minutes of the game. Game within 5 points.,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,1.0,18,https://twitter.com/ESPNNBA/status/851504397913686016,[],[],0.0,,False,22.0,2.0,0.0,,Russell Westbrook,,,,,,,"[{'screen_name': 'EmmanuelC2310', 'name': 'Emmanuel', 'id': '2949708946'}, {'screen_name': 'russwest44', 'name': 'Russell Westbrook', 'id': '35982046'}]",,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
1,840692075872079874,840692075872079874,1489271584000.0,2017-03-11 22:33:04,+0000,,Triple-doubles through 3 quarters this season:  Russell Westbrook    11 The rest of the NBA   9  https://t.co/sqDoMTooV8,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,6.0,22,https://twitter.com/ESPNNBA/status/840692075872079874,[],['https://pbs.twimg.com/media/C6q7zvkWYAAw3Dj.jpg'],1.0,https://pbs.twimg.com/media/C6q7zvkWYAAw3Dj.jpg,False,997.0,13.0,440.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
2,838565114718597120,838565114718597120,1488764477000.0,2017-03-06 01:41:17,+0000,,Russell Westbrook and the @okcthunder roll into Dallas to face Dirk and the @dallasmavs. Catch it now on ESPN/here:  https://t.co/dL0PBWEuxK  https://t.co/x1pDmfMb30,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,1.0,01,https://twitter.com/ESPNNBA/status/838565114718597120,['http://es.pn/2mTlH5n'],['https://pbs.twimg.com/tweet_video_thumb/C6MtRLVWcAAM202.jpg'],1.0,https://pbs.twimg.com/tweet_video_thumb/C6MtRLVWcAAM202.jpg,False,334.0,11.0,98.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
3,837886727817728001,837886727817728001,1488602737000.0,2017-03-04 04:45:37,+0000,,"Russell Westbrook: can't stop, won't stop  https://t.co/snORrG0dT2",en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,6.0,04,https://twitter.com/ESPNNBA/status/837886727817728001,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/837886694129041408/pu/img/bYjluyosfKkVWM3f.jpg,False,6328.0,66.0,2594.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
4,836795631578542080,836795631578542080,1488342600000.0,2017-03-01 04:30:00,+0000,,Russell Westbrook's clutch factor 📈  https://t.co/UyETHhExg5,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,3.0,04,https://twitter.com/ESPNNBA/status/836795631578542080,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/836795613324980225/pu/img/F9Ks7MN3m1m8XTxz.jpg,False,1889.0,19.0,886.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
5,836342916591333376,836342916591333376,1488234664000.0,2017-02-27 22:31:04,+0000,,Clutch Time: the last 5 minutes of a game in which the point differential is 5 or less  Russell Westbrook: beast  https://t.co/VeAUjJiRGo,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,1.0,22,https://twitter.com/ESPNNBA/status/836342916591333376,[],['https://pbs.twimg.com/media/C5tIDHYWAAEnirL.jpg'],1.0,https://pbs.twimg.com/media/C5tIDHYWAAEnirL.jpg,False,1156.0,28.0,797.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
6,836336890152378369,836336890152378369,1488233227000.0,2017-02-27 22:07:07,+0000,,KD leaving unlocked peak Russell Westbrook.  https://t.co/JbMJF0mjeT,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,1.0,22,https://twitter.com/ESPNNBA/status/836336890152378369,['http://es.pn/2mE21Si'],[],0.0,,False,192.0,12.0,77.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
7,832696757628833792,832696757628833792,1487365352000.0,2017-02-17 21:02:32,+0000,,Draymond's mom is rooting for all 4 Warriors and Russell Westbrook to be played together.   Because aren't we all?  https://t.co/RQCjEA9Pct,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,5.0,21,https://twitter.com/ESPNNBA/status/832696757628833792,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/832696676506759169/pu/img/gKxgJI4qm0EoovLS.jpg,False,556.0,16.0,165.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
8,830632013845692416,830632013845692416,1486873079000.0,2017-02-12 04:17:59,+0000,,The most points Russell Westbrook has EVER scored against the Warriors  https://t.co/Dh5p4wVgQz,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,7.0,04,https://twitter.com/ESPNNBA/status/830632013845692416,[],['https://pbs.twimg.com/media/C4b9-ESW8AAOVqz.jpg'],1.0,https://pbs.twimg.com/media/C4b9-ESW8AAOVqz.jpg,False,1743.0,64.0,892.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
9,830210270249230336,830210270249230336,1486772527000.0,2017-02-11 00:22:07,+0000,,Jalen's Top 5 Speedsters  5. Ish Smith 4. Dennis Schroder 3. Eric Bledsoe 2. Russell Westbrook 1. John Wall  https://t.co/KxMSaKipKo,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,6.0,00,https://twitter.com/ESPNNBA/status/830210270249230336,[],['https://pbs.twimg.com/media/C4V_wZwWAAEyBoL.jpg'],1.0,https://pbs.twimg.com/media/C4V_wZwWAAEyBoL.jpg,False,400.0,17.0,120.0,,Russell Westbrook,,,,,,,[],,,,,Russell Westbrook,2016-2017,ESPNNBA,outlet
