,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,player,season,tweet_username,media_type
0,984462423083159557,984462423083159557,1523549106000.0,2018-04-12 16:05:06,+0000,,James Harden is ready for his close-up.  https://t.co/gvGKDsYehz,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,4.0,16,https://twitter.com/ESPNNBA/status/984462423083159557,[],['https://pbs.twimg.com/media/DamDWxpVAAAUgYU.jpg'],1.0,https://pbs.twimg.com/media/DamDWxpVAAAUgYU.jpg,False,1145.0,36.0,132.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
1,980520282975850508,980520282975850508,1522609227000.0,2018-04-01 19:00:27,+0000,,Ever notice this bizarre @JHarden13 post-dunk ritual?  https://t.co/1PmSJURzXv,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,7.0,19,https://twitter.com/ESPNNBA/status/980520282975850508,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/980520219323060229/pu/img/WE3ZdTLfT1U1hCou.jpg,False,3059.0,84.0,1101.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
2,973411492208041984,973411492208041984,1520914359000.0,2018-03-13 04:12:39,+0000,,We've all got that teammate who hypes you up like @JHarden13 does @CP3 😂  https://t.co/Tc3XtSRMEv,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,2.0,04,https://twitter.com/ESPNNBA/status/973411492208041984,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/973411440165081088/pu/img/18iZAeFoxpX2Z5vX.jpg,False,2816.0,22.0,662.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
3,973204621572411392,973204621572411392,1520865037000.0,2018-03-12 14:30:37,+0000,,The Rockets looked back on James Harden's filthy cross in a tiny oral history:  https://t.co/MoaFdpBzH6  https://t.co/cPsD2tO2fv,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,1.0,14,https://twitter.com/ESPNNBA/status/973204621572411392,['http://es.pn/2Dmn1ot'],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/973204569609076736/pu/img/QetdBZsyfyESpnv0.jpg,False,1343.0,15.0,290.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
4,971172183123873794,971172183123873794,1520380466000.0,2018-03-06 23:54:26,+0000,,"From childhood friends to superstar rivals, the bond between Russell Westbrook and James Harden runs deep.  https://t.co/vMK1WSSoU5",en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,2.0,23,https://twitter.com/ESPNNBA/status/971172183123873794,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/971172089628676102/pu/img/AhJ1Z4_UCqggYQnk.jpg,False,1900.0,11.0,618.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
5,969215902158696448,969215902158696448,1519914052000.0,2018-03-01 14:20:52,+0000,,You'll want to watch James Harden's crossover over and over again.  (Unless your name is Wesley Johnson)  https://t.co/c4lClGtWSd,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,4.0,14,https://twitter.com/ESPNNBA/status/969215902158696448,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/969215803701760001/pu/img/qPq-yuz6uH9uxlpa.jpg,False,2041.0,89.0,758.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
6,968721867396861952,968721867396861952,1519796265000.0,2018-02-28 05:37:45,+0000,,"The Rockets and Clippers play Wednesday for the first time since the tunnel incident.  .@ShelleyESPN: ""No Blake, so it'll be different."" @JHarden13: ""Who's that?""  https://t.co/qz6L9iYsbP",en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,3.0,05,https://twitter.com/ESPNNBA/status/968721867396861952,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/968721842591731715/pu/img/uvzj7sySsKwbJaaw.jpg,False,2751.0,58.0,911.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
7,967240113976725504,967240113976725504,1519442988000.0,2018-02-24 03:29:48,+0000,,Pure filth from @CP3 ... and @JHarden13 knew it.  https://t.co/uwY83qmeTf,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,6.0,03,https://twitter.com/ESPNNBA/status/967240113976725504,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/967240058490191872/pu/img/MejvyZIAePdWKlvO.jpg,False,3667.0,22.0,1046.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
8,967201027538800641,967201027538800641,1519433669000.0,2018-02-24 00:54:29,+0000,,Giannis has been studying that James Harden step-back 👀  https://t.co/JgOdQpnaxi,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,6.0,00,https://twitter.com/ESPNNBA/status/967201027538800641,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/967200996391727105/pu/img/6j8WXGVeQT2cCNp_.jpg,False,5302.0,48.0,1151.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
9,966057603255209984,966057603255209984,1519161055000.0,2018-02-20 21:10:55,+0000,,No Houston Rockets player has ever won a scoring title.  James Harden looks like he's well on his way.  https://t.co/YaHVLwgge9,en,[],[],74518740.0,74518740,ESPNNBA,NBA on ESPN,2.0,21,https://twitter.com/ESPNNBA/status/966057603255209984,[],['https://pbs.twimg.com/media/DWggRNWWkAAkNsT.jpg'],1.0,https://pbs.twimg.com/media/DWggRNWWkAAkNsT.jpg,False,1286.0,16.0,351.0,,James Harden,,,,,,,[],,,,,James Harden,2017-2018,ESPNNBA,outlet
