,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,player,season,tweet_username,media_type
0,195263523738222593,195263523738222593,1335389426000.0,2012-04-25 21:30:26,+0000,,“The Miami Heat are only going to go as far as LeBron James takes them.” Barkley  http://t.co/MBNlK6dH  Do you agree? #countdowntotheplayoffs,en,['countdowntotheplayoffs'],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,3.0,21,https://twitter.com/TurnerSportsPR/status/195263523738222593,['http://bit.ly/xsb0SC'],[],0.0,,False,0.0,1.0,0.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
1,193152638794215425,193152638794215425,1334886152000.0,2012-04-20 01:42:32,+0000,,"TNT's Reggie Miller on LeBron James' first half performance vs. Chicago: ""This may have been the best half I've ever seen him.""",en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,01,https://twitter.com/TurnerSportsPR/status/193152638794215425,[],[],0.0,,False,0.0,0.0,0.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
2,190597556164763649,190597556164763649,1334276973000.0,2012-04-13 00:29:33,+0000,,"Barkley on Miami’s chances to win the title: “Unless Dwyane Wade and LeBron James play at a high, high, high level, this team has flaws.""",en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,00,https://twitter.com/TurnerSportsPR/status/190597556164763649,[],[],0.0,,False,1.0,0.0,0.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
3,175607344296755200,175607344296755200,1330703028000.0,2012-03-02 15:43:48,+0000,,"VIDEO CLIP: @NBAonTNT analyst Charles Barkley on Heat forward LeBron James being ""scary good""  http://t.co/MBNlK6dH",en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,15,https://twitter.com/TurnerSportsPR/status/175607344296755200,['http://bit.ly/xsb0SC'],[],0.0,,False,0.0,0.0,1.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
4,175446446416461824,175446446416461824,1330664667000.0,2012-03-02 05:04:27,+0000,,TNT's Kenny Smith comments on Miami’s LeBron James: “LeBron is playing his best basketball this year.”,en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,05,https://twitter.com/TurnerSportsPR/status/175446446416461824,[],[],0.0,,False,0.0,0.0,1.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
5,172835927889166338,172835927889166338,1330042271000.0,2012-02-24 00:11:11,+0000,,"""We are going to see a lot of LeBron James tonight on the defensive end."" @ReggieMillerTNT  #NBAonTNT",en,['nbaontnt'],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,00,https://twitter.com/TurnerSportsPR/status/172835927889166338,[],[],0.0,,False,0.0,0.0,0.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
6,172831464998711296,172831464998711296,1330041206000.0,2012-02-23 23:53:26,+0000,,RT @NBA: LeBron James.. Jeremy Lin.. Dwyane Wade.. Carmelo Anthony.. Chris Bosh.. Amar'e Stoudemire.. KNICKS vs. HEAT.. 7pm/et on TNT!!,en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,4.0,23,https://twitter.com/TurnerSportsPR/status/172831464998711296,[],[],0.0,,False,0.0,0.0,3.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
7,165265406796378113,165265406796378113,1328237318000.0,2012-02-03 02:48:38,+0000,,"TNT's Charles Barkley comments about LeBron James receding hairline: ""It's time for you to shave your head and come home.""",en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,02,https://twitter.com/TurnerSportsPR/status/165265406796378113,[],[],0.0,,False,1.0,0.0,24.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
8,165224747519582208,165224747519582208,1328227624000.0,2012-02-03 00:07:04,+0000,,"East @NBAAllStar Starters:Derrick Rose, @DwyaneWade @KingJames @CarmeloAnthony & @DwightHoward #ALLSTAR",en,['allstar'],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,5.0,00,https://twitter.com/TurnerSportsPR/status/165224747519582208,[],[],0.0,,False,0.0,0.0,2.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
9,154789336829804546,154789336829804546,1325739628000.0,2012-01-05 05:00:28,+0000,,"""He was both a facilitator and ender on both ends of the court."" - Kenny Smith on LeBron James' play in tonight's game against the Pacers",en,[],[],74182706.0,74182706,TurnerSportsPR,TurnerSportsPR,4.0,05,https://twitter.com/TurnerSportsPR/status/154789336829804546,[],[],0.0,,False,0.0,0.0,0.0,,LeBron James,,,,,,,[],,,,,LeBron James,2011-2012,TurnerSportsPR,outlet
